file,geographic_coverage,possible_issue,evidence_categories,mime_type,thumbnail_http_status,commons_file_page
Dien Bien in Vietnam before 1 July 2025.svg,"Dien Bien, Vietnam before 1 July 2025",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Dien_Bien_in_Vietnam_before_1_July_2025.svg
Districts of England (2019).svg,districts of England,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Districts_of_England_(2019).svg
Distrito Federal in United States of Colombia.svg,"Distrito Federal, United States of Colombia",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Distrito_Federal_in_United_States_of_Colombia.svg
Division Politico Territorial Nueva Esparta no labeled.svg,states of Venezuela,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Division_Politico_Territorial_Nueva_Esparta_no_labeled.svg
Dodona location.svg,ancient Greece,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Dodona_location.svg
Doha in Qatar.svg,"Doha, Qatar",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Doha_in_Qatar.svg
Dominican Republic on the globe (Americas centered).svg,Dominican Republic,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Dominican_Republic_on_the_globe_(Americas_centered).svg
Donetsk Oblast (orthographic projection).svg,Donetsk People's Republic,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:World maps (gggs),image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Donetsk_Oblast_(orthographic_projection).svg
Dong Nai in Viet Nam.svg,"Dong Nai, Viet Nam",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Dong_Nai_in_Viet_Nam.svg
Dong Nai in Vietnam before 1 July 2025.svg,"Dong Nai, Vietnam before 1 July 2025",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Dong_Nai_in_Vietnam_before_1_July_2025.svg
Dong Thap in Viet Nam.svg,"Dong Thap, Viet Nam",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Dong_Thap_in_Viet_Nam.svg
Dong Thap in Vietnam before 1 July 2025.svg,"Dong Thap, Vietnam before 1 July 2025",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Dong_Thap_in_Vietnam_before_1_July_2025.svg
Département 971 in France (-mini map) (zoom).svg,"Département 971, France",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:D%C3%A9partement_971_in_France_(-mini_map)_(zoom).svg
Département 972 in France (-mini map) (zoom).svg,"Département 972, France",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:D%C3%A9partement_972_in_France_(-mini_map)_(zoom).svg
East Berlin in East Germany.svg,"East Berlin, East Germany",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:East_Berlin_in_East_Germany.svg
East Godavari in Andhra Pradesh (India).svg,"East Godavari, Andhra Pradesh, India",Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:East_Godavari_in_Andhra_Pradesh_(India).svg
East Timor Bobonaro locator map 2003-2015.svg,municipalities in East Timor,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:East_Timor_Bobonaro_locator_map_2003-2015.svg
Eastern Equatoria in South Sudan (+Ilemi hatched) (+Kafia Kingi).svg,"Eastern Equatoria, South Sudan (+Ilemi hatched) (+Kafia Kingi)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Eastern_Equatoria_in_South_Sudan_(%2BIlemi_hatched)_(%2BKafia_Kingi).svg
Eastern Equatoria in South Sudan (+Ilemi hatched).svg,"Eastern Equatoria, South Sudan (+Ilemi hatched)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Eastern_Equatoria_in_South_Sudan_(%2BIlemi_hatched).svg
Eastern Equatoria in South Sudan (+Ilemi) (+Kafia Kingi).svg,"Eastern Equatoria, South Sudan (+Ilemi) (+Kafia Kingi)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Eastern_Equatoria_in_South_Sudan_(%2BIlemi)_(%2BKafia_Kingi).svg
Eastern Equatoria in South Sudan (+Ilemi).svg,"Eastern Equatoria, South Sudan (+Ilemi)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Eastern_Equatoria_in_South_Sudan_(%2BIlemi).svg
Eastern Equatoria in South Sudan (+Kafia Kingi).svg,"Eastern Equatoria, South Sudan (+Kafia Kingi)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Eastern_Equatoria_in_South_Sudan_(%2BKafia_Kingi).svg
Eastern Equatoria in South Sudan.svg,"Eastern Equatoria, South Sudan",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Eastern_Equatoria_in_South_Sudan.svg
Egypt in 1923.svg,"Egypt, Africa",Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Egypt_in_1923.svg
Egypt on the globe (claimed or de-facto hatched) (Africa centered).svg,"Egypt, the world",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Egypt_on_the_globe_(claimed_or_de-facto_hatched)_(Africa_centered).svg
Egypt on the globe (de-facto + disputed hatched) (North Africa centered).svg,Egypt,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Egypt_on_the_globe_(de-facto_%2B_disputed_hatched)_(North_Africa_centered).svg
Ehime in Japan (extended).svg,"Ehime, Japan (extended)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Ehime_in_Japan_(extended).svg
Ehime in Japan (narrow).svg,"Ehime, Japan (narrow)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Ehime_in_Japan_(narrow).svg
Ehime in Japan.svg,"Ehime, Japan",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Ehime_in_Japan.svg
Eluru in Andhra Pradesh (India).svg,"Eluru, Andhra Pradesh, India",Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Eluru_in_Andhra_Pradesh_(India).svg
Emilia-Romagna in Italy.svg,"Emilia-Romagna, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Emilia-Romagna_in_Italy.svg
England in United Kingdom.svg,"England, United Kingdom",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:England_in_United_Kingdom.svg
England location map.svg,the United Kingdom,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:England_location_map.svg
Enna in Italy.svg,"Enna, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Enna_in_Italy.svg
Equatorial Guinea on the globe (Zambia centered).svg,Equatorial Guinea,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Equatorial_Guinea_on_the_globe_(Zambia_centered).svg
Espainiako Erliebea1.svg,Europe,Commons category marks SVG as invalid,Category:Invalid SVG created with EazyDraw:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Espainiako_Erliebea1.svg
Estados Unidos loc.svg,the United States,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Estados_Unidos_loc.svg
Estonia Harju locator map.svg,counties of Estonia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Estonia_Harju_locator_map.svg
Estonia Hiiu locator map.svg,counties of Estonia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Estonia_Hiiu_locator_map.svg
Estonia Ida-Viru locator map.svg,counties of Estonia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Estonia_Ida-Viru_locator_map.svg
Estonia Järva locator map.svg,counties of Estonia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Estonia_J%C3%A4rva_locator_map.svg
Estonia Jõgeva locator map.svg,counties of Estonia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Estonia_J%C3%B5geva_locator_map.svg
Estonia Lääne locator map.svg,counties of Estonia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Estonia_L%C3%A4%C3%A4ne_locator_map.svg
Estonia Lääne-Viru locator map.svg,counties of Estonia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Estonia_L%C3%A4%C3%A4ne-Viru_locator_map.svg
Estonia Pärnu locator map.svg,counties of Estonia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Estonia_P%C3%A4rnu_locator_map.svg
Estonia Põlva locator map.svg,counties of Estonia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Estonia_P%C3%B5lva_locator_map.svg
Estonia Rapla locator map.svg,counties of Estonia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Estonia_Rapla_locator_map.svg
Estonia Saare locator map.svg,counties of Estonia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Estonia_Saare_locator_map.svg
Estonia Tartu locator map.svg,counties of Estonia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Estonia_Tartu_locator_map.svg
Estonia Valga locator map.svg,counties of Estonia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Estonia_Valga_locator_map.svg
Estonia Viljandi locator map.svg,counties of Estonia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Estonia_Viljandi_locator_map.svg
Estonia Võru locator map.svg,counties of Estonia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Estonia_V%C3%B5ru_locator_map.svg
Esztergom vármegye in Hungary.svg,"Esztergom vármegye, Hungary, the Kingdom of Hungary",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Hungary,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Esztergom_v%C3%A1rmegye_in_Hungary.svg
EU outermost regions.svg,freguesias of the Azores,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:EU_outermost_regions.svg
EU-Finland (orthographic projection).svg,Finland,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps of EU,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:EU-Finland_(orthographic_projection).svg
EU-France (orthographic projection).svg,France,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps of EU,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:EU-France_(orthographic_projection).svg
EU-France.svg,countries in European Union,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps of EU,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:EU-France.svg
EU-Germany (orthographic projection).svg,Germany,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps of EU | Category:Invalid SVG created with Inkscape:World maps (gggs),image/svg+xml,200,https://commons.wikimedia.org/wiki/File:EU-Germany_(orthographic_projection).svg
EU-Germany.svg,countries in European Union,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps of EU,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:EU-Germany.svg
EU-Hungary.svg,countries in European Union,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps of EU,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:EU-Hungary.svg
EU-Italy (orthographic projection).svg,Italy,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps of EU,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:EU-Italy_(orthographic_projection).svg
EU-Netherlands.svg,countries in European Union,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps of EU,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:EU-Netherlands.svg
EU-Poland (orthographic projection).svg,Poland,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps of EU | Category:Invalid SVG created with Inkscape:World maps (gggs),image/svg+xml,200,https://commons.wikimedia.org/wiki/File:EU-Poland_(orthographic_projection).svg
